hijri_month,conj,date,country,city,state,atmosphere,sky,y_eye,y_bino,y_tele,y_ccd
35-1,2013-11-03 12:50:00,2013-11-04,United States,Blacksburg,VA,hazy,partly cloudy,True,True,False,False
35-2,2013-12-03 00:22:00,2013-12-03,Algeria,بريان,غرداية,hazy,clear,False,False,False,False
35-2,2013-12-03 00:22:00,2013-12-03,Algeria,Ghardaia,Ghardaia,superb,clear,False,True,True,False
35-2,2013-12-03 00:22:00,2013-12-03,Germany,Munich,Bavaria,clear,partly cloudy,False,False,False,True
35-2,2013-12-03 00:22:00,2013-12-03,Indonesia,Surakarta,Central Java,superb,totally cloudy,False,False,False,False
35-2,2013-12-03 00:22:00,2013-12-03,Iran,Esfahan,Esfahan,clear,partly cloudy,False,True,False,False
35-2,2013-12-03 00:22:00,2013-12-03,Iran,Shahreza,Isfahan,hazy,partly cloudy,False,False,False,False
35-2,2013-12-03 00:22:00,2013-12-03,Iran,bojnord,Khorasan,clear,partly cloudy,False,False,False,False
35-2,2013-12-03 00:22:00,2013-12-03,Libya,طرابلس,حي الأندلس,very hazy,totally cloudy,False,False,False,True
35-2,2013-12-03 00:22:00,2013-12-03,Libya,البريقة,اجدابيا,hazy,partly cloudy,False,False,False,False
35-2,2013-12-03 00:22:00,2013-12-03,Oman,Al-Fulaij Observatory,Muscat,clear,clear,False,False,False,True
35-2,2013-12-03 00:22:00,2013-12-03,Saudi Arabia,لBoraydah,AlGasseem,hazy,partly cloudy,False,False,False,False
35-2,2013-12-03 00:22:00,2013-12-03,Saudi Arabia,شقراء,الرياض,clear,clear,False,False,False,True
35-2,2013-12-03 00:22:00,2013-12-03,South Africa,Cape Tpwn,Western Cape Province,clear,partly cloudy,False,False,False,False
35-2,2013-12-03 00:22:00,2013-12-03,Spain,Melilla,Melilla,clear,partly cloudy,False,False,False,False
35-2,2013-12-03 00:22:00,2013-12-03,Sri Lanka,Borella,Colombo 00800,hazy,partly cloudy,False,False,False,False
35-2,2013-12-03 00:22:00,2013-12-03,United Kingdom,Malton,North Yorkshire,very hazy,totally cloudy,False,False,False,False
35-2,2013-12-03 00:22:00,2013-12-03,United States,Blacksburg,Virginia,hazy,partly cloudy,False,False,False,False
35-2,2013-12-03 00:22:00,2013-12-04,Algeria,بريان,غرداية,clear,partly cloudy,True,True,False,False
35-2,2013-12-03 00:22:00,2013-12-04,Bangladesh,Dhaka,Bangladesh,clear,clear,True,False,False,False
35-2,2013-12-03 00:22:00,2013-12-04,Hungary,Bonyhad,Tolna,very hazy,partly cloudy,True,False,False,False
35-2,2013-12-03 00:22:00,2013-12-04,Indonesia,Surakarta,Central Java,clear,partly cloudy,True,True,False,False
35-2,2013-12-03 00:22:00,2013-12-04,Morocco,المحمدية,ولاية الدار البيضاء الكبرى,clear,partly cloudy,True,False,False,False
35-2,2013-12-03 00:22:00,2013-12-04,Nigeria,kaduna,kaduna,clear,partly cloudy,True,False,False,False
35-2,2013-12-03 00:22:00,2013-12-04,Tunisia,monastir,monastir,clear,partly cloudy,False,False,False,False
35-2,2013-12-03 00:22:00,2013-12-04,United Arab Emirates,Ajman,Ajman,clear,clear,True,False,False,False
35-3,2014-01-01 11:14:00,2014-01-01,Algeria,بريان,تغردايت,clear,partly cloudy,False,False,False,False
35-3,2014-01-01 11:14:00,2014-01-01,Algeria,Ghardaia,Ghardaia,hazy,partly cloudy,False,False,False,False
35-3,2014-01-01 11:14:00,2014-01-01,Libya,حي الأندلس,طرابلس,clear,clear,False,False,False,False
35-3,2014-01-01 11:14:00,2014-01-01,Nigeria,Ilorin,Kwara State,hazy,totally cloudy,False,False,False,False
35-3,2014-01-01 11:14:00,2014-01-01,Nigeria,Bauchi,Bauchi,clear,partly cloudy,False,False,False,False
35-3,2014-01-01 11:14:00,2014-01-01,Oman,Al-Fulaij Observatory,Muscat,clear,clear,False,False,False,False
35-3,2014-01-01 11:14:00,2014-01-01,Saudi Arabia,Buraydah,Gaseem,clear,partly cloudy,False,False,False,False
35-3,2014-01-01 11:14:00,2014-01-01,Tunisia,monastir,monastir,hazy,partly cloudy,False,False,False,False
35-3,2014-01-01 11:14:00,2014-01-01,United States,Blacksburg,Virginia,clear,partly cloudy,False,False,False,False
35-3,2014-01-01 11:14:00,2014-01-01,United States,McDonald Obs,TX,superb,clear,False,True,False,False
35-3,2014-01-01 11:14:00,2014-01-02,Algeria,بئر ربعة شمال,ورقلة,clear,partly cloudy,True,False,False,False
35-3,2014-01-01 11:14:00,2014-01-02,Algeria,بريان,تغردايت,clear,partly cloudy,True,False,False,False
35-3,2014-01-01 11:14:00,2014-01-02,Bahrain,مدينة عيسى,الوسطى,clear,partly cloudy,True,True,True,False
35-3,2014-01-01 11:14:00,2014-01-02,Bangladesh,Dhaka,Bangladesh,superb,clear,True,False,False,False
35-3,2014-01-01 11:14:00,2014-01-02,France,Mulhouse,Alsace,hazy,clear,True,False,False,False
35-3,2014-01-01 11:14:00,2014-01-02,Germany,Frankfurt,Hessen,clear,partly cloudy,True,False,False,False
35-3,2014-01-01 11:14:00,2014-01-02,Germany,Munich,Bavaria,clear,partly cloudy,True,True,False,False
35-3,2014-01-01 11:14:00,2014-01-02,Hungary,M6 motorway,Tolna,very hazy,partly cloudy,True,True,False,False
35-3,2014-01-01 11:14:00,2014-01-02,Indonesia,Surakarta,Central Java,hazy,partly cloudy,False,False,False,False
35-3,2014-01-01 11:14:00,2014-01-02,Iran,Shahreza,Isfahan,hazy,clear,True,True,False,False
35-3,2014-01-01 11:14:00,2014-01-02,Iran,Esfahan,Esfahan,clear,partly cloudy,True,True,False,False
35-3,2014-01-01 11:14:00,2014-01-02,Kuwait,العبدلي,الجهراء,clear,clear,True,False,False,False
35-3,2014-01-01 11:14:00,2014-01-02,Malaysia,Tg Bidara,Melaka,hazy,partly cloudy,True,True,True,False
35-3,2014-01-01 11:14:00,2014-01-02,Morocco,بنسليمان,بنسليمان,superb,clear,True,False,False,False
35-3,2014-01-01 11:14:00,2014-01-02,Nigeria,kaduna,kaduna,superb,partly cloudy,True,False,False,False
35-3,2014-01-01 11:14:00,2014-01-02,Nigeria,Bauchi,Bauchi,clear,partly cloudy,True,False,False,False
35-3,2014-01-01 11:14:00,2014-01-02,Oman,Al-Fulaij Observatory,Muscat,clear,partly cloudy,True,False,True,True
35-3,2014-01-01 11:14:00,2014-01-02,Saudi Arabia,Buraydah,Algaseem,clear,partly cloudy,True,True,True,False
35-3,2014-01-01 11:14:00,2014-01-02,Senegal,Dakar,Senegal,hazy,clear,True,True,False,False
35-3,2014-01-01 11:14:00,2014-01-02,South Africa,Cape Town,Western Cape Province,hazy,partly cloudy,True,True,True,False
35-3,2014-01-01 11:14:00,2014-01-02,Spain,Melilla,Melilla,hazy,totally cloudy,False,False,False,False
35-3,2014-01-01 11:14:00,2014-01-02,Sri Lanka,Borella,Colombo 00800,very hazy,totally cloudy,False,False,False,False
35-3,2014-01-01 11:14:00,2014-01-02,United Arab Emirates,أبو ظبي,أبو ظبي,clear,clear,True,False,False,False
35-3,2014-01-01 11:14:00,2014-01-02,United Kingdom,York,North Yorkshire,hazy,partly cloudy,True,True,True,False
35-4,2014-01-30 21:39:00,2014-01-31,Bangladesh,Dhaka,Dhaka,hazy,partly cloudy,False,False,False,False
35-4,2014-01-30 21:39:00,2014-01-31,France,Molhouse,Alsace,hazy,clear,False,False,False,False
35-4,2014-01-30 21:39:00,2014-01-31,Germany,Mörlenbach,Hessen,very hazy,partly cloudy,True,True,False,False
35-4,2014-01-30 21:39:00,2014-01-31,Germany,Munich,Bavaria,hazy,clear,False,True,True,False
35-4,2014-01-30 21:39:00,2014-01-31,Indonesia,Surakarta,Central Java,very hazy,totally cloudy,False,False,False,False
35-4,2014-01-30 21:39:00,2014-01-31,Iran,Shahreza,Isfahan,hazy,partly cloudy,True,True,False,False
35-4,2014-01-30 21:39:00,2014-01-31,Iran,Esfahan,Esfahan,clear,partly cloudy,False,True,False,False
35-4,2014-01-30 21:39:00,2014-01-31,Iraq,الموصل,نينوى,clear,clear,False,False,True,False
35-4,2014-01-30 21:39:00,2014-01-31,Libya,طرابلس,حي الاندتس,very hazy,totally cloudy,False,False,False,False
35-4,2014-01-30 21:39:00,2014-01-31,Morocco,بنسليمان,بنسليمان,clear,partly cloudy,False,False,False,False
35-4,2014-01-30 21:39:00,2014-01-31,Nigeria,kaduna,kaduna,clear,totally cloudy,False,False,False,False
35-4,2014-01-30 21:39:00,2014-01-31,Nigeria,Bauchi,Bauchi,hazy,partly cloudy,False,False,False,False
35-4,2014-01-30 21:39:00,2014-01-31,Nigeria,kaduna,kaduna,clear,partly cloudy,False,False,False,False
35-4,2014-01-30 21:39:00,2014-01-31,Oman,Al-Fulaij Observatory,Muscat,hazy,partly cloudy,False,False,False,True
35-4,2014-01-30 21:39:00,2014-01-31,Oman,بوشر,مسقط,clear,partly cloudy,False,False,True,True
35-4,2014-01-30 21:39:00,2014-01-31,Saudi Arabia,Boraydah,Algaseem,hazy,partly cloudy,False,True,True,False
35-4,2014-01-30 21:39:00,2014-01-31,South Africa,Cape Town,Western Province,superb,clear,False,False,False,False
35-4,2014-01-30 21:39:00,2014-01-31,Sri Lanka,Borella,Colombo 00800,hazy,partly cloudy,False,False,False,False
35-4,2014-01-30 21:39:00,2014-01-31,Tunisia,monastir,monastir,hazy,totally cloudy,False,False,False,False
35-4,2014-01-30 21:39:00,2014-01-31,United Kingdom,York,North Yorkshire,very hazy,totally cloudy,False,False,False,False
35-4,2014-01-30 21:39:00,2014-01-31,United States,Blacksburg,VA,hazy,partly cloudy,True,True,False,False
35-5,2014-03-01 08:00:00,2014-03-01,Algeria,بريان,تغردايت,hazy,totally cloudy,False,False,False,False
35-5,2014-03-01 08:00:00,2014-03-01,Algeria,Ghardaia,Ghardaia,hazy,partly cloudy,False,False,False,False
35-5,2014-03-01 08:00:00,2014-03-01,Libya,Tripoly,وسط البلد,hazy,partly cloudy,False,False,False,False
35-5,2014-03-01 08:00:00,2014-03-01,Saudi Arabia,Abha,Aseer,hazy,partly cloudy,False,False,False,False
35-5,2014-03-01 08:00:00,2014-03-01,Saudi Arabia,Tabook,Halat Amman,superb,partly cloudy,False,False,False,False
35-5,2014-03-01 08:00:00,2014-03-01,Tunisia,المنستير,المنستير,hazy,partly cloudy,False,False,False,False
35-5,2014-03-01 08:00:00,2014-03-01,United Kingdom,York,North Yorkshire,hazy,partly cloudy,False,False,False,False
35-5,2014-03-01 08:00:00,2014-03-01,United States,Blacksburg,VA,hazy,partly cloudy,False,False,False,False
35-5,2014-03-01 08:00:00,2014-03-02,Algeria,Ghardaia,Ghardaia,very hazy,partly cloudy,False,False,False,False
35-5,2014-03-01 08:00:00,2014-03-02,France,Mulhouse,Alsace,clear,partly cloudy,True,True,True,False
35-5,2014-03-01 08:00:00,2014-03-02,Germany,Moerlanbach,Hessen,clear,clear,True,True,False,False
35-5,2014-03-01 08:00:00,2014-03-02,Germany,Hamm,NRW,clear,partly cloudy,True,False,False,False
35-5,2014-03-01 08:00:00,2014-03-02,Iran,Esfahan,Esfahan,clear,clear,True,True,False,False
35-5,2014-03-01 08:00:00,2014-03-02,Iran,Shahreza,Isfahan,hazy,partly cloudy,True,False,False,False
35-5,2014-03-01 08:00:00,2014-03-02,Saudi Arabia,Abha,Aseer,hazy,partly cloudy,True,False,False,False
35-5,2014-03-01 08:00:00,2014-03-02,Saudi Arabia,تبوك,حالة عمار,clear,totally cloudy,False,False,False,False
35-5,2014-03-01 08:00:00,2014-03-02,Sri Lanka,Borella,Colombo 00800,clear,partly cloudy,True,True,False,False
35-5,2014-03-01 08:00:00,2014-03-02,Sri Lanka,Colombo,Western,clear,partly cloudy,True,False,False,False
35-5,2014-03-01 08:00:00,2014-03-02,Tanzania,Daressalaam,Tanzania,hazy,partly cloudy,True,True,False,False
35-5,2014-03-01 08:00:00,2014-03-02,Tunisia,المنستير,المنستير,hazy,partly cloudy,True,False,False,False
35-5,2014-03-01 08:00:00,2014-03-02,United Arab Emirates,Abu Dhabi,Abu Dhabi,clear,clear,True,False,False,False
35-7,2014-04-29 06:14:00,2014-04-29,Germany,Munich,Bavaria,hazy,partly cloudy,False,False,False,False
35-7,2014-04-29 06:14:00,2014-04-29,Iraq,الموصل,نينوى,clear,partly cloudy,False,False,False,False
35-7,2014-04-29 06:14:00,2014-04-29,Libya,طرابلس,المدينة,hazy,clear,False,False,False,False
35-7,2014-04-29 06:14:00,2014-04-29,Libya,البريقة,اجدابيا,superb,clear,False,False,False,False
35-7,2014-04-29 06:14:00,2014-04-29,Nigeria,Ilorin,Kwara,very hazy,totally cloudy,False,False,False,False
35-7,2014-04-29 06:14:00,2014-04-29,Oman,Al-Fulaij Observatory,Muscat,hazy,partly cloudy,False,False,False,False
35-7,2014-04-29 06:14:00,2014-04-29,Saudi Arabia,Buraydah,Gasseem,very hazy,totally cloudy,False,False,False,False
35-7,2014-04-29 06:14:00,2014-04-29,Saudi Arabia,Dammam,Eastern Province,hazy,totally cloudy,False,False,False,False
35-7,2014-04-29 06:14:00,2014-04-29,Saudi Arabia,مكة المكرمة,رابغ,clear,clear,False,False,False,False
35-7,2014-04-29 06:14:00,2014-04-29,Spain,Melilla,Melilla,superb,clear,False,False,False,False
35-7,2014-04-29 06:14:00,2014-04-29,United States,Tucson,Arizona,clear,clear,False,True,True,False
35-7,2014-04-29 06:14:00,2014-04-29,United States,McDonald Obs,TX,clear,clear,False,True,False,False
35-7,2014-04-29 06:14:00,2014-04-30,Algeria,بريان,تغردايت,hazy,partly cloudy,True,False,False,False
35-7,2014-04-29 06:14:00,2014-04-30,Australia,Sydney,New South Wales,clear,clear,True,False,False,False
35-7,2014-04-29 06:14:00,2014-04-30,Bangladesh,Chittagong,CTG,superb,clear,True,False,False,False
35-7,2014-04-29 06:14:00,2014-04-30,France,Mulhouse,Alsace,very hazy,totally cloudy,False,False,False,False
35-7,2014-04-29 06:14:00,2014-04-30,Germany,Munich,Bavaria,hazy,partly cloudy,True,True,False,False
35-7,2014-04-29 06:14:00,2014-04-30,Hungary,Paks,Tolna,hazy,partly cloudy,True,False,False,False
35-7,2014-04-29 06:14:00,2014-04-30,Indonesia,Surakarta,Central Java,superb,totally cloudy,False,False,False,False
35-7,2014-04-29 06:14:00,2014-04-30,Iran,Esfahan,Esfahan,clear,totally cloudy,False,True,False,False
35-7,2014-04-29 06:14:00,2014-04-30,Iran,Shahreza,Isfahan,clear,totally cloudy,False,False,False,False
35-7,2014-04-29 06:14:00,2014-04-30,Iraq,الموصل,نينوى,clear,clear,True,False,True,False
35-7,2014-04-29 06:14:00,2014-04-30,Lebanon,beirut,beirut,clear,clear,True,False,False,False
35-7,2014-04-29 06:14:00,2014-04-30,Libya,البريقة,اجدابيا,superb,clear,True,False,False,False
35-7,2014-04-29 06:14:00,2014-04-30,Malaysia,Tanjung Bidara,Melaka,hazy,partly cloudy,True,True,True,False
35-7,2014-04-29 06:14:00,2014-04-30,Nigeria,Ilorin,Kwara,very hazy,totally cloudy,False,False,False,False
35-7,2014-04-29 06:14:00,2014-04-30,Nigeria,kaduna,kaduna,clear,totally cloudy,False,False,False,False
35-7,2014-04-29 06:14:00,2014-04-30,Oman,Al-Fulaij Observatory,Muscat,hazy,clear,False,False,False,True
35-7,2014-04-29 06:14:00,2014-04-30,Saudi Arabia,Buraydah,Algasseem,hazy,totally cloudy,False,False,False,False
35-7,2014-04-29 06:14:00,2014-04-30,Saudi Arabia,Dammam,Eastern Province,hazy,totally cloudy,False,False,False,False
35-7,2014-04-29 06:14:00,2014-04-30,Tunisia,المنستير,المنستير,hazy,partly cloudy,True,True,False,False
35-7,2014-04-29 06:14:00,2014-04-30,United States,Houston,Texas,clear,clear,True,False,False,False
35-8,2014-05-28 18:40:00,2014-05-29,Algeria,Ghardaia,Ghardaia,clear,clear,False,True,False,False
35-8,2014-05-28 18:40:00,2014-05-29,Algeria,بريان,تغردايت,clear,clear,False,False,False,False
35-8,2014-05-28 18:40:00,2014-05-29,France,Mulhouse,Alsace,hazy,partly cloudy,False,False,False,False
35-8,2014-05-28 18:40:00,2014-05-29,France,TOULON,VAR,hazy,partly cloudy,False,False,True,False
35-8,2014-05-28 18:40:00,2014-05-29,Indonesia,Surakarta,Central Java,clear,partly cloudy,False,False,False,False
35-8,2014-05-28 18:40:00,2014-05-29,Iran,Esfahan,Esfahan,hazy,partly cloudy,False,False,False,False
35-8,2014-05-28 18:40:00,2014-05-29,Iran,Shahreza,Isfahan,hazy,partly cloudy,False,False,False,False
35-8,2014-05-28 18:40:00,2014-05-29,Iraq,الموصل,نينوى,very hazy,partly cloudy,False,False,False,False
35-8,2014-05-28 18:40:00,2014-05-29,Jordan,عمان,عمان,very hazy,totally cloudy,False,False,False,False
35-8,2014-05-28 18:40:00,2014-05-29,Libya,البريقة,اجدابيا,very hazy,partly cloudy,False,False,False,False
35-8,2014-05-28 18:40:00,2014-05-29,Saudi Arabia,Alfiqrah,Madinah,clear,partly cloudy,False,False,False,True
35-8,2014-05-28 18:40:00,2014-05-29,Saudi Arabia,مكه المكرمه,رابغ,clear,partly cloudy,False,False,False,False
35-8,2014-05-28 18:40:00,2014-05-29,Saudi Arabia,Riyadh,Riyadh,hazy,partly cloudy,False,False,False,False
35-8,2014-05-28 18:40:00,2014-05-29,Saudi Arabia,Tabouk,Tabouk,hazy,clear,False,False,False,False
35-8,2014-05-28 18:40:00,2014-05-29,Saudi Arabia,الفقرة,المدينة المنورة,clear,clear,False,False,False,True
35-8,2014-05-28 18:40:00,2014-05-29,South Africa,Cape Town,Western Province,very hazy,totally cloudy,False,False,False,False
35-8,2014-05-28 18:40:00,2014-05-29,Spain,Melilla,Autonomic City of Melilla,clear,clear,False,False,False,False
35-8,2014-05-28 18:40:00,2014-05-29,Tanzania,Daressalaam,Tanzania,hazy,partly cloudy,False,False,False,False
35-8,2014-05-28 18:40:00,2014-05-29,Tunisia,المنستير,المنستير,hazy,totally cloudy,False,False,False,False
35-8,2014-05-28 18:40:00,2014-05-29,United Arab Emirates,أبوظبي,أبوظبي,very hazy,clear,False,False,False,False
35-8,2014-05-28 18:40:00,2014-05-29,United States,Blacksburg,Virginia,very hazy,clear,True,True,False,False
35-8,2014-05-28 18:40:00,2014-05-30,Bahrain,مدينة عيسى,الوسطى,clear,clear,True,True,True,False
35-8,2014-05-28 18:40:00,2014-05-30,Germany,Munich,Bavaria,clear,clear,True,True,False,True
35-8,2014-05-28 18:40:00,2014-05-30,Iran,Esfahan,Esfahan,clear,clear,True,True,False,False
35-8,2014-05-28 18:40:00,2014-05-30,Iraq,الموصل,نينوى,clear,clear,True,False,True,False
35-8,2014-05-28 18:40:00,2014-05-30,Tunisia,المنستير,المنستير,clear,clear,True,True,False,False
35-8,2014-05-28 18:40:00,2014-05-30,United Arab Emirates,أبوظبي,أبوظبي,superb,clear,False,False,False,True
35-9,2014-06-27 08:09:00,2014-06-27,Algeria,بريان,تغردايت,clear,clear,False,False,False,False
35-9,2014-06-27 08:09:00,2014-06-27,Algeria,BARIKA,BATNA,hazy,clear,False,False,False,False
35-9,2014-06-27 08:09:00,2014-06-27,Algeria,القرارة,غرداية,hazy,clear,False,False,False,False
35-9,2014-06-27 08:09:00,2014-06-27,Brunei Darussalam,Bandar Seri Begawan,Brunei Muara,hazy,partly cloudy,False,False,False,False
35-9,2014-06-27 08:09:00,2014-06-27,Egypt,بنها,القليوبية,clear,clear,False,False,False,False
35-9,2014-06-27 08:09:00,2014-06-27,Germany,Munich,Bavaria,clear,partly cloudy,False,False,False,True
35-9,2014-06-27 08:09:00,2014-06-27,Ghana,Accra,Greater Accra,hazy,partly cloudy,False,False,False,False
35-9,2014-06-27 08:09:00,2014-06-27,Indonesia,Surakarta,Central Java,hazy,partly cloudy,False,False,False,False
35-9,2014-06-27 08:09:00,2014-06-27,Nigeria,Sokoto,Sokoto,hazy,clear,False,False,False,False
35-9,2014-06-27 08:09:00,2014-06-27,Nigeria,Ilorin,Kwara,hazy,totally cloudy,False,False,False,False
35-9,2014-06-27 08:09:00,2014-06-27,Nigeria,Bauchi,Bauchi,very hazy,partly cloudy,False,False,False,False
35-9,2014-06-27 08:09:00,2014-06-27,Saudi Arabia,Buraydah,al Gaseem,clear,clear,False,False,False,False
35-9,2014-06-27 08:09:00,2014-06-27,United States,Tucson,Arizona,superb,clear,False,False,True,False
35-9,2014-06-27 08:09:00,2014-06-28,Algeria,Ghardaia,Ghardaia,hazy,clear,True,False,False,False
35-9,2014-06-27 08:09:00,2014-06-28,Algeria,بريان,تغردايت,hazy,partly cloudy,False,False,False,False
35-9,2014-06-27 08:09:00,2014-06-28,Australia,Sydney,New South Wales,clear,partly cloudy,True,False,False,False
35-9,2014-06-27 08:09:00,2014-06-28,France,Mulhouse,Alsace,very hazy,totally cloudy,False,False,False,False
35-9,2014-06-27 08:09:00,2014-06-28,Germany,Munich,Bavaria,very hazy,partly cloudy,False,False,False,True
35-9,2014-06-27 08:09:00,2014-06-28,India,Bombay,Maharashtra,hazy,partly cloudy,False,False,False,False
